Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
100,3,0.4305698871612549,True,3,215,5
100,5,0.017127275466918945,True,3,135,5
100,7,0.049591064453125,True,5,478,7
100,9,0.05557584762573242,True,5,590,7
100,11,0.05179405212402344,True,5,512,7
100,13,0.13545918464660645,True,9,1457,11
100,15,0.0474245548248291,True,5,493,7
100,17,0.022245168685913086,True,3,215,5
100,19,0.16310691833496094,True,9,1369,11
100,21,18.867069244384766,False,,167240,801
100,23,0.2387537956237793,True,11,2671,17
100,25,0.12821626663208008,True,9,1384,11
100,27,0.05500984191894531,True,5,583,7
100,29,0.2770082950592041,True,11,3044,19
100,31,0.05348920822143555,True,5,552,7
100,33,0.9727466106414795,True,13,10445,55
100,35,0.08743000030517578,True,7,905,9
100,37,0.19595766067504883,True,11,2138,15
100,39,18.14425015449524,False,,164991,801
100,41,0.1926584243774414,True,11,2090,15
100,43,0.13239574432373047,True,9,1457,11
100,45,18.166249752044678,False,,165423,801
100,47,18.42527961730957,False,,167408,801
100,49,18.467564582824707,False,,166697,801
100,51,0.04862570762634277,True,5,493,7
100,53,0.09886956214904785,True,7,1008,9
100,55,18.920531511306763,False,,171510,801
100,57,18.289332151412964,False,,167026,801
100,59,18.470160722732544,False,,165285,801
100,61,18.621268272399902,False,,165279,801
100,63,18.532962799072266,False,,164418,801
100,65,18.34589648246765,False,,165425,801
100,67,18.913410186767578,False,,170167,801
100,69,18.594087600708008,False,,164040,801
100,71,19.016628742218018,False,,167265,801
100,73,18.287200927734375,False,,165363,801
200,3,0.01721787452697754,True,3,85,5
200,5,0.024131298065185547,True,3,215,5
200,7,0.06808733940124512,True,5,669,7
200,9,0.09486889839172363,True,7,926,9
200,11,0.09515595436096191,True,7,915,9
200,13,0.1852099895477295,True,9,1347,11
200,15,0.1440143585205078,True,9,1388,11
200,17,0.06575202941894531,True,5,669,7
200,19,0.2212059497833252,True,13,2128,15
200,21,0.1472775936126709,True,9,1416,11
200,23,0.13844537734985352,True,9,1287,11
200,25,0.05632519721984863,True,5,553,7
200,27,0.1890850067138672,True,11,1794,13
200,29,0.05677294731140137,True,5,575,7
200,31,0.19073867797851562,True,11,1857,13
200,33,0.06304311752319336,True,5,630,7
200,35,0.11318826675415039,True,7,1107,9
200,37,1.645932912826538,True,15,15132,76
200,39,1.66487717628479,True,19,15259,79
200,41,0.1947793960571289,True,11,1803,13
200,43,0.3148767948150635,True,17,3052,19
200,45,5.841717004776001,True,15,51564,248
200,47,1.8923463821411133,True,13,17558,86
200,49,1.021343469619751,True,13,9349,51
200,51,0.22502756118774414,True,13,2230,15
200,53,0.34832191467285156,True,17,3780,22
200,55,20.143099784851074,False,,165541,801
200,57,1.0124187469482422,True,17,9434,48
200,59,20.6575288772583,False,,172084,801
200,61,19.0738582611084,False,,166614,801
200,63,18.446338653564453,False,,164375,801
200,65,18.538041353225708,False,,162550,801
200,67,0.38927149772644043,True,17,3920,22
200,69,0.4840068817138672,True,19,5101,29
200,71,0.2763838768005371,True,15,2655,17
200,73,0.23345327377319336,True,13,2344,15
200,75,19.125899076461792,False,,172167,801
200,77,18.582518577575684,False,,166931,801
200,79,18.565157651901245,False,,166148,801
200,81,18.928683042526245,False,,171491,801
200,83,18.452372074127197,False,,170255,801
200,85,9.243997812271118,True,21,84934,409
200,87,18.663805723190308,False,,168274,801
200,89,0.8979063034057617,True,17,8469,41
200,91,0.23311829566955566,True,13,2228,15
200,93,18.803402185440063,False,,160838,801
200,95,18.610477685928345,False,,163879,801
200,97,0.23208904266357422,True,13,2296,15
200,99,18.560182809829712,False,,165714,801
200,101,18.807610511779785,False,,164533,801
200,103,18.484520435333252,False,,164416,801
200,105,18.930713653564453,False,,165203,801
200,107,19.039844036102295,False,,164609,801
200,109,19.338057041168213,False,,167759,801
200,111,21.915157794952393,False,,175265,801
200,113,19.4144127368927,False,,168103,801
200,115,0.2577385902404785,True,15,2277,17
200,117,18.68309450149536,False,,163722,801
200,119,20.01005220413208,False,,163280,801
200,121,19.192862510681152,False,,166954,801
200,123,18.494637727737427,False,,161036,801
200,125,19.088698387145996,False,,164478,801
200,127,18.66589117050171,False,,165496,801
200,129,18.87355661392212,False,,163486,801
200,131,19.003403663635254,False,,170598,801
200,133,18.800175189971924,False,,167806,801
200,135,19.185221672058105,False,,166272,801
500,3,0.017436981201171875,True,3,85,5
500,5,0.0051615238189697266,True,1,13,3
500,7,0.06255364418029785,True,5,576,7
500,9,0.06421017646789551,True,5,633,7
500,11,0.014449596405029297,True,3,85,5
500,13,0.10003423690795898,True,7,959,9
500,15,0.017853975296020508,True,3,135,5
500,17,0.0232846736907959,True,3,215,5
500,19,0.18891143798828125,True,9,1353,11
500,21,0.14773988723754883,True,9,1411,11
500,23,0.14556264877319336,True,9,1410,11
500,25,0.11182808876037598,True,7,1093,9
500,27,0.18816924095153809,True,11,1994,13
500,29,0.10402441024780273,True,7,997,9
500,31,0.1955876350402832,True,11,1834,13
500,33,0.1877748966217041,True,11,1727,13
500,35,0.20142269134521484,True,11,1839,13
500,37,6.968950033187866,True,17,62871,294
500,39,0.589524507522583,True,27,4927,29
500,41,0.24619364738464355,True,11,1982,13
500,43,0.2812020778656006,True,15,2664,17
500,45,0.3125417232513428,True,15,2788,17
500,47,0.09705162048339844,True,7,939,9
500,49,1.4625930786132812,True,25,13187,65
500,51,0.5149660110473633,True,23,4456,25
500,53,0.3765590190887451,True,19,3350,21
500,55,0.21091723442077637,True,11,1912,13
500,57,0.44075465202331543,True,21,4001,23
500,59,0.2600059509277344,True,15,2449,17
500,61,6.2497968673706055,True,19,52880,255
500,63,0.2520127296447754,True,13,2349,15
500,65,0.15339016914367676,True,9,1485,11
500,67,0.4113304615020752,True,21,3720,23
500,69,0.37607669830322266,True,19,3274,21
500,71,0.34749293327331543,True,17,3207,19
500,73,0.2719848155975342,True,13,2201,15
500,75,0.5904781818389893,True,27,5149,29
500,77,0.5088865756988525,True,21,4714,27
500,79,0.42545342445373535,True,21,3812,23
500,81,0.3541584014892578,True,17,3364,19
500,83,0.4811255931854248,True,23,4167,25
500,85,2.118356943130493,True,27,17632,90
500,87,0.3433370590209961,True,17,3114,19
500,89,0.5345745086669922,True,23,4409,25
500,91,0.490018367767334,True,23,4364,25
500,93,0.5450336933135986,True,25,4699,27
500,95,20.66720986366272,False,,170053,801
500,97,20.814523935317993,False,,175656,801
500,99,0.6417303085327148,True,29,5491,31
500,101,9.971644163131714,True,29,77715,386
500,103,21.634567499160767,False,,170314,801
500,105,21.018266677856445,False,,165500,801
500,107,0.3851644992828369,True,19,3337,21
500,109,19.097424507141113,True,27,156954,724
500,111,0.28415703773498535,True,15,2784,17
500,113,13.54719877243042,True,31,107937,530
500,115,9.377411127090454,True,27,78257,357
500,117,0.5669474601745605,True,25,4855,28
500,119,20.45715618133545,False,,160049,801
500,121,21.092700958251953,False,,158505,801
500,123,22.728113174438477,False,,183153,801
500,125,21.632508039474487,False,,170684,801
500,127,4.025088310241699,True,29,34800,161
500,129,13.58480167388916,True,23,112173,521
500,131,20.969651699066162,False,,156170,801
500,133,21.08280611038208,False,,171207,801
500,135,15.949880361557007,True,25,124785,629
500,137,21.76510977745056,False,,172311,801
500,139,2.0057196617126465,True,27,18819,87
500,141,9.332048416137695,True,31,73916,389
500,143,21.377102613449097,False,,164860,801
500,145,22.153041124343872,False,,165059,801
500,147,19.829358100891113,False,,159262,801
500,149,20.39188814163208,False,,160925,801
500,151,22.27682113647461,False,,172587,801
500,152,20.78674030303955,False,,169864,801
500,154,21.446989059448242,False,,157829,801
500,156,21.8896586894989,False,,171085,801
500,158,21.0198016166687,False,,169772,801
500,160,21.981420040130615,False,,175282,801
400,3,0.017093181610107422,True,3,85,5
400,5,0.004937887191772461,True,1,13,3
400,7,0.02442002296447754,True,3,215,5
400,9,0.10358119010925293,True,7,1011,9
400,11,0.10160231590270996,True,7,993,9
400,13,0.19296741485595703,True,9,1498,11
400,15,0.20884156227111816,True,11,2059,13
400,17,0.10696959495544434,True,7,1069,9
400,19,0.11089086532592773,True,7,1121,9
400,21,0.10126137733459473,True,7,995,9
400,23,0.14699125289916992,True,9,1415,11
400,25,0.1002509593963623,True,7,971,9
400,27,0.15252923965454102,True,9,1497,11
400,29,0.343381404876709,True,17,3137,19
400,31,0.10405921936035156,True,7,990,9
400,33,0.09997034072875977,True,7,1011,9
400,35,0.13924694061279297,True,9,1398,11
400,37,0.29518938064575195,True,15,2746,17
400,39,0.2590830326080322,True,15,2363,17
400,41,0.27889108657836914,True,13,2309,15
400,43,0.2456371784210205,True,13,2242,15
400,45,0.23460888862609863,True,13,2214,15
400,47,0.5215895175933838,True,25,4523,27
400,49,0.8620517253875732,True,15,8651,42
400,51,0.1461656093597412,True,9,1347,11
400,53,0.26708078384399414,True,15,2547,17
400,55,0.37612390518188477,True,17,3079,19
400,57,0.3215935230255127,True,17,2977,19
400,59,7.09354305267334,True,21,60746,304
400,61,0.3267371654510498,True,17,3130,19
400,63,0.42058730125427246,True,21,3914,23
400,65,0.4331381320953369,True,21,3769,23
400,67,20.2651629447937,False,,175456,801
400,69,1.2219645977020264,True,27,10730,56
400,71,2.2708849906921387,True,15,20179,102
400,73,0.5079014301300049,True,19,5349,28
400,75,20.75488257408142,False,,176761,801
400,77,0.2734100818634033,True,15,2656,17
400,79,1.218322515487671,True,21,10480,60
400,81,3.5632882118225098,True,25,31691,162
400,83,11.62064790725708,True,29,94886,469
400,85,0.3043055534362793,True,17,2953,19
400,87,0.4537181854248047,True,21,4079,23
400,89,0.516838788986206,True,25,4709,27
400,91,0.4285471439361572,True,21,4029,23
400,93,22.254878520965576,False,,178834,801
400,95,2.699692726135254,True,25,24603,120
400,97,0.5219452381134033,True,25,4532,27
400,99,0.41027092933654785,True,21,3649,23
400,101,20.627545833587646,False,,168054,801
400,103,21.493741035461426,False,,168236,801
400,105,0.5451514720916748,True,25,4807,27
400,107,5.127171754837036,True,31,41480,211
400,109,19.951748847961426,False,,155529,801
400,111,0.5834720134735107,True,25,5324,30
400,113,6.913796901702881,True,23,58071,280
400,115,0.33675575256347656,True,17,3081,19
400,117,13.113555431365967,True,23,107259,505
400,119,21.262840747833252,False,,170484,801
400,121,19.644148349761963,False,,163398,801
400,123,0.28129053115844727,True,15,2648,17
400,125,21.136133193969727,False,,160634,801
400,127,20.393316984176636,False,,169846,801
