,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
15,500,16,0.0536501407623291,True,6,700,8
16,500,17,0.0381162166595459,True,5,489,7
17,500,18,0.05324244499206543,True,6,702,8
18,500,19,0.018653154373168945,True,3,215,5
19,500,20,0.08304023742675781,True,8,1071,10
20,500,21,0.018594980239868164,True,3,215,5
21,500,22,0.12185907363891602,True,8,1658,12
22,500,23,16.863338708877563,False,,164144,801
23,500,24,1.4855725765228271,True,10,17886,89
24,500,25,0.04268336296081543,True,5,560,7
25,500,26,0.06251716613769531,True,6,831,8
26,500,27,0.01885819435119629,True,3,215,5
27,500,28,17.095325231552124,False,,165984,801
28,500,29,1.5291032791137695,True,13,18054,92
29,500,30,0.35346269607543945,True,10,4633,26
30,500,31,1.297300100326538,True,11,15787,79
31,500,32,0.05846595764160156,True,6,771,8
32,500,33,0.3637247085571289,True,9,4720,26
33,500,34,0.13026833534240723,True,10,1717,13
34,500,35,0.07493424415588379,True,7,1002,9
35,500,36,16.469626665115356,True,14,162936,789
36,500,37,0.8045573234558105,True,11,9876,52
37,500,38,3.3843863010406494,True,12,37414,183
38,500,39,16.691393852233887,False,,164984,801
39,500,40,16.9844491481781,False,,166533,801
40,500,41,0.29984045028686523,True,9,3842,23
41,500,42,0.8319520950317383,True,10,10069,53
42,500,43,16.849623918533325,False,,162919,801
43,500,44,0.26598167419433594,True,10,3387,21
44,500,45,9.820988893508911,True,13,103090,482
45,500,46,17.100515127182007,False,,169759,801
46,500,47,16.904304265975952,False,,163235,801
47,500,48,16.927616119384766,False,,163589,801
48,500,49,16.748229026794434,False,,166614,801
49,500,50,16.8004367351532,False,,169126,801
50,500,51,0.9609541893005371,True,11,11316,57
51,500,52,0.20428252220153809,True,10,2732,17
52,500,53,17.202345371246338,False,,168220,801
53,500,54,16.51255178451538,False,,162454,801
54,500,55,14.555556297302246,True,15,147431,706
55,500,56,16.780096530914307,False,,170495,801
56,500,57,17.059837341308594,False,,164189,801
57,500,58,16.79997944831848,False,,166865,801
58,500,59,16.984909772872925,False,,168884,801
59,500,60,17.073766708374023,False,,169149,801
60,500,61,17.22802186012268,False,,167523,801
61,500,62,16.907527685165405,False,,170654,801
62,500,63,16.77428412437439,False,,165418,801
63,500,64,16.85116672515869,False,,165634,801
